source,campaign,influencer_id,user_id,product,date,orders,revenue
YouTube,Summer Fit,19,00060e60-9bb1-4516-a1a2-8aeae95b9696,Protein Powder,2025-04-05,2,1732
YouTube,Wellness Week,19,2d7c298c-e656-488c-ad26-650b96a9c05e,Multivitamins,2025-03-01,2,2790
YouTube,Wellness Week,19,982d1695-7a60-4416-a3a4-a27de6826954,Energy Bar,2025-04-20,3,5787
YouTube,Festival Boost,20,f80bd349-0fbf-41b4-a343-9f97696fe1fe,Multivitamins,2025-01-25,2,4798
YouTube,Festival Boost,20,e940d157-246f-45fc-a1e3-01746b183fbf,Protein Powder,2025-03-14,1,4040
YouTube,Festival Boost,20,f4b8ee57-7ba1-4731-8133-9a2b78903b88,Omega 3,2025-01-24,3,6348
YouTube,Summer Fit,20,bbea32d7-e147-4d0c-8911-82def44e1a7b,Multivitamins,2025-06-19,2,7370
YouTube,Summer Fit,20,b768102a-5b13-4bbc-b0bc-b9faa8166051,Omega 3,2025-01-19,1,2780
YouTube,Wellness Week,20,f051f780-1f36-4676-999a-5d8445edfe4e,Energy Bar,2025-06-07,1,4898
YouTube,Festival Boost,20,dcd40139-8de2-493e-87b5-c2b3d9d9c4f3,Protein Powder,2025-03-10,2,4228
YouTube,Winter Bulk,20,f430b9e4-df17-4a50-af68-9095b36aacbf,Omega 3,2025-07-01,2,9018
YouTube,Summer Fit,20,eb606809-1225-41e7-83a3-a0b1508a64f6,Energy Bar,2025-04-24,2,7430
YouTube,Wellness Week,20,0af1b4ae-629c-43c2-8741-bc429b61a0e8,Energy Bar,2025-05-19,2,8500
YouTube,Wellness Week,20,14c3b075-c3fd-404f-9d50-d8f67f90ffad,Energy Bar,2025-03-30,3,3582
YouTube,Winter Bulk,20,2343f64c-d2fd-40a7-8a2c-51afed8336bb,Protein Powder,2025-03-08,1,2454
YouTube,Wellness Week,20,3229a7bc-0cba-4680-832e-53d84659043e,Omega 3,2025-05-03,1,3558
YouTube,Wellness Week,20,004b72ba-a590-4444-995b-e50e5eca2319,Omega 3,2025-03-30,2,7852
YouTube,Wellness Week,20,e660789a-f0ac-4c4d-ab37-245b529d48f8,Creatine,2025-01-25,2,7930
YouTube,Wellness Week,20,4a249fc6-9ef6-4c4f-8ca4-ad572813abaf,Omega 3,2025-03-27,3,14706
YouTube,Winter Bulk,20,191202fa-a4af-4f35-aa7b-41ab974346ed,Multivitamins,2025-02-05,1,4511
YouTube,Festival Boost,20,02b7deec-89f0-4515-bca6-ad6fcf99cf61,Omega 3,2025-03-07,1,3077
YouTube,Festival Boost,21,06514e98-e4e8-45bb-ba89-f190a1b159ce,Multivitamins,2025-03-27,2,1156
YouTube,Festival Boost,21,71f3b959-c7a2-40bb-963d-e2066c75b22a,Creatine,2025-02-18,1,3645
YouTube,Festival Boost,21,d0f037b8-4c59-4a43-84b9-9be88277818f,Creatine,2025-02-27,3,13584
YouTube,Summer Fit,21,24484129-bd64-4b4b-b4a5-c3922aee08fc,Omega 3,2025-05-19,2,3740
YouTube,Winter Bulk,21,2ab8b6dc-2e8f-4032-92fe-ffb4f14c2ce5,Protein Powder,2025-06-15,1,2306
YouTube,Winter Bulk,21,1efd39c7-77ac-44e3-9f5b-01641ad6ce42,Multivitamins,2025-01-26,2,4682
Twitter,Summer Fit,22,4f9e583f-677c-49d8-89b3-c10b92142585,Omega 3,2025-03-14,3,13671
Twitter,Winter Bulk,22,0d8ddb8f-1eaa-4141-8c1f-be9b21f4be61,Omega 3,2025-04-23,1,2694
Twitter,Wellness Week,22,da4a12bd-1450-4249-ba1b-23eb28bca128,Creatine,2025-06-17,1,4115
Twitter,Winter Bulk,22,2748d4d3-9fd2-470a-a991-128df904d4fc,Protein Powder,2025-04-25,1,2527
Twitter,Winter Bulk,22,2d2e8600-b7fb-497a-9f0d-77177e289fea,Protein Powder,2025-03-27,2,5304
Twitter,Wellness Week,22,6b29e20f-4752-4bb5-8dd3-7ffbf95c5107,Multivitamins,2025-02-25,2,2922
Twitter,Festival Boost,22,5db75e43-9259-46f3-9988-83363dd48577,Multivitamins,2025-04-04,3,10116
Twitter,Wellness Week,22,372b4abd-42ff-4f6d-8457-7bb4fc60c274,Multivitamins,2025-03-06,3,4920
Twitter,Winter Bulk,22,19fe36f3-bb64-4db1-bddd-7da7904a9dd1,Omega 3,2025-04-21,1,3373
Twitter,Winter Bulk,22,1b0a24fc-a186-4751-8553-20edd3a7f7cc,Energy Bar,2025-07-12,3,5637
Twitter,Summer Fit,22,ea6721de-da98-4b18-99a8-5f4accd180b9,Multivitamins,2025-07-03,2,5380
Twitter,Winter Bulk,22,c8364e8f-82bf-4493-b89c-db459362a448,Multivitamins,2025-05-09,2,1970
Twitter,Wellness Week,22,8488cbe0-8507-4c15-a13e-03f5b95ea6ba,Multivitamins,2025-03-29,3,4761
Twitter,Wellness Week,22,a7ea146c-8ce2-4afc-ac87-fce4d3dc17c0,Creatine,2025-05-21,3,9414
Twitter,Winter Bulk,22,43c2f3ea-2d07-42ad-98e8-dd6e79dd249c,Creatine,2025-07-13,2,3328
Twitter,Summer Fit,22,f86d41d9-1ba5-4418-8f82-bba6fd4a8439,Protein Powder,2025-05-09,2,8404
Twitter,Winter Bulk,22,f7213358-38ba-4134-bebd-0627058e0d4e,Energy Bar,2025-04-05,2,9446
Twitter,Winter Bulk,22,065c64a8-5fa6-49da-8c43-ec0807a85d85,Omega 3,2025-03-31,2,8996
Twitter,Festival Boost,22,f3ed15e3-b4f9-4b68-b631-36820731b407,Energy Bar,2025-06-05,1,1263
YouTube,Wellness Week,23,13074448-d50e-4ee5-8c15-09205fbf35bc,Creatine,2025-02-08,3,11274
YouTube,Winter Bulk,23,ab7cf4dc-1a20-40d8-8648-61a2ac285a68,Energy Bar,2025-02-05,1,4552
YouTube,Wellness Week,23,812e5feb-0697-49a6-bac4-32104bf5aac7,Omega 3,2025-02-24,2,6532
YouTube,Summer Fit,23,08b4ec77-fc4e-4f1b-af6b-6cde2b62c69a,Protein Powder,2025-04-25,2,6630
YouTube,Summer Fit,23,24e7858d-a7e8-4306-be86-8e4c5c6fc324,Protein Powder,2025-05-13,1,4264
YouTube,Festival Boost,23,90c3d5fe-db81-43e9-8a59-986676018e64,Protein Powder,2025-04-26,1,4115
YouTube,Wellness Week,23,1a9f92d5-01c3-4a39-9b8f-477c6c39dca5,Energy Bar,2025-07-07,2,4314
Instagram,Winter Bulk,24,51936fde-3f39-41bf-84ed-46616abd15fe,Energy Bar,2025-05-16,2,2528
Instagram,Wellness Week,24,98b5ed7c-88b2-4804-babb-f473a42cb990,Protein Powder,2025-02-21,1,3546
Instagram,Wellness Week,24,332a0a75-4d7a-4fbf-a77f-37c25843c48b,Creatine,2025-04-19,2,6004
Instagram,Summer Fit,24,21437bdf-d84f-482c-af63-848f17e522ae,Protein Powder,2025-06-02,3,3741
Instagram,Summer Fit,24,fd883ba0-338d-4185-b849-f649504e6d4f,Multivitamins,2025-04-10,1,4406
Instagram,Festival Boost,24,c7bb16b4-9ff8-42b7-a36b-30e8d26b47e8,Protein Powder,2025-06-16,3,7056
Instagram,Summer Fit,24,853fe2a4-8a6b-45b1-b8f6-6cd0bcb54e3e,Creatine,2025-06-22,1,3314
Instagram,Festival Boost,24,3188e7c9-c8e8-46df-95ff-81c6d73631fc,Protein Powder,2025-05-27,3,4746
Instagram,Summer Fit,24,b0b16e89-6357-4743-9acd-2ba6f93aaf20,Protein Powder,2025-02-10,1,3638
Instagram,Winter Bulk,24,396abad0-89a3-4e45-8936-28d0b40c20ac,Energy Bar,2025-01-23,1,3066
Twitter,Wellness Week,25,3e561142-5d43-4cc4-baa9-8250e694fddd,Protein Powder,2025-06-12,2,3180
Twitter,Wellness Week,25,bca24f46-69bc-4a0e-87f4-d8fba86cef18,Creatine,2025-02-12,3,1707
Twitter,Wellness Week,25,33ed705f-f0e8-4fdb-b68d-9b35cef96597,Creatine,2025-02-08,2,4490
Twitter,Wellness Week,25,21c1ebf6-40e6-4680-a170-4982f87039bd,Protein Powder,2025-06-15,3,12372
Twitter,Summer Fit,25,1eae80c2-247b-43cc-b856-7e45261d14d2,Omega 3,2025-03-08,1,1646
Twitter,Winter Bulk,25,0fddc4ae-f245-4da8-b662-87879aed2155,Creatine,2025-05-18,3,10935
Twitter,Wellness Week,25,5841367d-2d0a-4bfd-acdb-9335090accdc,Energy Bar,2025-05-11,2,3290
Twitter,Wellness Week,25,f71b92ba-cc28-441d-839e-7a3104c8c39a,Omega 3,2025-07-06,3,3570
Twitter,Summer Fit,25,dd71cfbf-1841-482f-889e-487417712bfc,Energy Bar,2025-01-25,3,8502
YouTube,Wellness Week,26,58e510a3-9784-412c-939e-2b8d58fdd620,Creatine,2025-06-19,3,14022
YouTube,Wellness Week,26,6cb342f1-c982-478c-b7f4-1c9dc84891a6,Creatine,2025-04-04,2,1894
YouTube,Wellness Week,26,7d3393fa-6683-4957-a363-5ea7df0d62cd,Creatine,2025-05-29,2,2846
YouTube,Summer Fit,26,d0810ebf-6f5d-43c1-b573-dffb16ce274e,Energy Bar,2025-05-15,3,3243
YouTube,Festival Boost,26,40d9bddb-dbed-462c-a666-1431a4b022f6,Omega 3,2025-02-02,2,3162
YouTube,Wellness Week,26,d9d20f79-967f-457d-b1f0-754bdb0549bd,Creatine,2025-03-22,2,6986
YouTube,Summer Fit,26,d0429c71-4cbe-4cc9-90d6-064cc7775823,Protein Powder,2025-05-02,1,636
YouTube,Summer Fit,26,cfce8ded-c8f6-44e8-83ab-7236839482fe,Protein Powder,2025-03-27,2,4534
YouTube,Winter Bulk,26,7bdbd6e7-0ddc-4664-861f-fb57972b4853,Omega 3,2025-04-11,2,9300
YouTube,Festival Boost,26,dfb2368a-b46b-4c81-a6b8-c5cf131a1192,Protein Powder,2025-07-15,2,7938
YouTube,Wellness Week,26,50e5372d-adc9-4765-a298-273148c5c12a,Energy Bar,2025-03-14,3,14685
Instagram,Wellness Week,27,1a104002-0f56-4456-937e-87d221f6b1be,Multivitamins,2025-06-19,2,2294
Instagram,Festival Boost,27,ce09ef07-1f72-468e-82e4-a97faaab5880,Omega 3,2025-04-02,3,9528
Instagram,Winter Bulk,27,e94d3eed-808b-45a8-a5d5-6625d2025b7c,Creatine,2025-02-06,3,3123
Instagram,Summer Fit,27,f6cc5b08-7977-483a-950b-b62c62e4a4a7,Multivitamins,2025-03-21,3,7362
Instagram,Summer Fit,27,ced023a5-a023-43f1-98a3-c8b670e472de,Creatine,2025-06-16,1,4059
Instagram,Winter Bulk,27,9fcece3e-aa02-4f78-bd33-049d4cc74f1d,Multivitamins,2025-05-18,3,2850
Instagram,Wellness Week,27,c130827c-0c7a-40bc-b0cd-92e11293120c,Protein Powder,2025-05-20,1,603
Instagram,Winter Bulk,28,f2d25650-b591-4ce8-9e77-254caf3a69df,Multivitamins,2025-05-10,2,6680
Instagram,Winter Bulk,28,916c3ebf-db8b-47fe-864d-561239bad4e5,Protein Powder,2025-06-06,2,3078
Instagram,Festival Boost,28,881b928d-bb1f-4a18-9690-91228613be9d,Energy Bar,2025-07-17,1,3244
Instagram,Winter Bulk,28,36f32051-d309-42c8-b219-d707b556e4d5,Omega 3,2025-07-09,3,3069
Instagram,Festival Boost,28,c7b54bb8-8ab9-4d03-8025-b7f6f5ab36dd,Creatine,2025-05-03,3,3393
Instagram,Summer Fit,28,565c7a93-6c4e-40b8-bdc3-eed36bd00f39,Creatine,2025-07-07,3,10350
Instagram,Winter Bulk,28,e9c420c6-b9fc-4206-821a-85b885bba638,Multivitamins,2025-05-31,3,5601
Instagram,Summer Fit,28,6125d672-aaf0-40af-a56a-83cf8b71f522,Multivitamins,2025-05-19,2,2684
Instagram,Summer Fit,28,b06539a7-dbc0-495f-bca9-02533f5728a2,Protein Powder,2025-05-04,3,14004
Instagram,Summer Fit,28,d0e8fa35-bdd7-42f7-b477-b49da2c13cd6,Creatine,2025-03-30,1,2503
YouTube,Wellness Week,29,59a66518-3ed3-4e0c-834c-9a2a75571d7d,Protein Powder,2025-02-21,2,3458
YouTube,Wellness Week,29,66f9c709-a993-4161-9255-0dedf48e54df,Energy Bar,2025-04-20,3,11805
YouTube,Winter Bulk,29,6933c89f-2b97-4823-acf1-3590b4a066e7,Energy Bar,2025-01-21,1,3909
YouTube,Summer Fit,29,1d38a8fd-423c-41e6-8b2a-3c921c910b8e,Omega 3,2025-03-01,1,3554
YouTube,Wellness Week,29,85ed9894-2f50-4722-92cd-5a3e9beee3ad,Multivitamins,2025-05-24,3,2793
YouTube,Festival Boost,29,65e860ea-f7eb-4a73-b7f4-0be30c88b19a,Protein Powder,2025-05-09,3,2628
YouTube,Winter Bulk,29,a5f0aa26-2329-4715-b191-fcd371aff63e,Energy Bar,2025-06-30,2,5624
YouTube,Summer Fit,29,2d537f8e-12a6-42a1-9abe-1eb4478b2382,Energy Bar,2025-07-20,1,4241
YouTube,Winter Bulk,29,658342a2-d04f-4a65-9ad4-5e1149e4a529,Omega 3,2025-03-31,1,2888
YouTube,Winter Bulk,29,ba06bcee-249e-4171-b918-059cebf4ac5d,Omega 3,2025-07-20,1,4300
YouTube,Wellness Week,29,27dff7ef-e91c-4ec2-83a2-8bcbbedd2159,Multivitamins,2025-06-18,2,4200
YouTube,Summer Fit,29,73d736a5-e8a6-4445-a42a-5b13faaf1861,Multivitamins,2025-01-28,1,3859
YouTube,Summer Fit,29,ece29aee-488b-4b17-81cc-4c99c444221f,Energy Bar,2025-05-09,3,10011
YouTube,Winter Bulk,29,61e76545-5a75-434d-ba67-5a2c84d477bd,Protein Powder,2025-02-12,1,3582
YouTube,Wellness Week,29,417c6d94-5b46-4401-b856-5801f33ec849,Creatine,2025-03-29,1,4840
YouTube,Wellness Week,29,6a0c2a74-8ec9-42de-b924-159ce70279d2,Energy Bar,2025-02-26,2,1980
YouTube,Festival Boost,30,d9a9b8bd-73c1-4e51-9dc3-e46408bf5f56,Energy Bar,2025-07-18,1,2396
YouTube,Summer Fit,30,f5db08dc-7716-4839-b404-df8c8edeb373,Omega 3,2025-03-30,2,2390
YouTube,Summer Fit,30,1ac0d5c8-c86a-450c-8019-ae50561897c4,Omega 3,2025-07-20,1,3730
YouTube,Festival Boost,30,5ff0bbdf-5356-48e1-b950-31d1267c6dfe,Multivitamins,2025-07-02,3,3030
YouTube,Winter Bulk,30,bb36c690-8b60-4098-be8c-b86d171642b7,Energy Bar,2025-06-28,1,2889
YouTube,Winter Bulk,30,2b05db3c-73ef-4f35-ae59-45a63a122742,Creatine,2025-04-29,2,6344
YouTube,Summer Fit,30,b7da0ce6-0268-4b78-9470-507edd4e0963,Multivitamins,2025-03-30,2,4826
Instagram,Wellness Week,31,0c9ce205-cea6-4d81-9e39-c48b8bf8783d,Protein Powder,2025-02-01,3,4176
Instagram,Festival Boost,31,5123b0be-6d35-4296-9e8f-ea30a0b9e3e3,Energy Bar,2025-07-02,1,4182
Instagram,Winter Bulk,31,dcdda026-6deb-4ded-9355-712c8e068b4f,Multivitamins,2025-04-15,2,2978
Instagram,Festival Boost,31,49c9b53e-1d86-457e-9d90-63bcf235bcd8,Energy Bar,2025-06-13,2,6050
Instagram,Wellness Week,31,ea934982-4d71-41ae-abde-05f689c24841,Energy Bar,2025-06-16,1,1240
Instagram,Wellness Week,31,ee79b955-1827-4179-98e0-1c7477ec11fe,Energy Bar,2025-06-14,3,2490
Instagram,Wellness Week,31,7e1a148b-3bc1-43e4-86f5-f460dc47b89c,Energy Bar,2025-04-10,1,1247
Instagram,Summer Fit,31,8dfe9165-9663-462f-9b54-ebc75fc90cad,Energy Bar,2025-07-12,2,9412
Instagram,Summer Fit,31,86b0e686-3c92-4325-add6-c4bcd4b6ab96,Creatine,2025-05-17,2,3848
Twitter,Summer Fit,32,9386e37a-0a78-4dbd-8214-3c9db1b5305c,Creatine,2025-05-30,3,7638
Twitter,Summer Fit,32,39e4ec00-62a8-4c79-8b6b-579f805d1e42,Protein Powder,2025-07-16,1,1645
Twitter,Wellness Week,32,b6fce2c6-21dd-4949-b7c0-ac767867fa5a,Multivitamins,2025-04-03,1,2320
Twitter,Summer Fit,32,6aa644e7-1848-4e4c-afac-b2ba1f5ee561,Omega 3,2025-03-14,2,7098
Twitter,Summer Fit,32,e654ecc3-7a7d-434a-9364-1b4fe8b388d2,Protein Powder,2025-02-15,3,7860
Twitter,Festival Boost,32,952bb829-7777-4b8c-b0f2-d9cc1096aa0f,Multivitamins,2025-03-26,1,2119
Twitter,Summer Fit,32,3009051a-8261-48db-9bfd-0967bbd5191c,Protein Powder,2025-03-01,1,3216
Twitter,Wellness Week,32,14a6123f-22bf-4f5e-ae8e-245b5b9f92f7,Omega 3,2025-05-04,2,1828
Twitter,Festival Boost,32,72ae97d0-eb7b-4492-b57d-31485b6b39a3,Protein Powder,2025-03-28,2,7470
Twitter,Wellness Week,32,2b6edfd8-2847-4c88-932f-26fd4673ae1d,Energy Bar,2025-03-12,2,7990
Twitter,Winter Bulk,32,5a24ac1b-ab1c-4de9-b4ba-2ec6dbfb4242,Energy Bar,2025-02-16,1,2033
Twitter,Summer Fit,32,52db5830-20ee-444a-b940-0f3a94954a66,Omega 3,2025-04-23,2,3434
Twitter,Winter Bulk,32,914dd03e-2765-4481-aa64-15edea4b7887,Creatine,2025-05-04,3,7539
Twitter,Summer Fit,32,6509d583-ddd1-43ea-afae-301535f50dcc,Protein Powder,2025-06-09,2,8848
Twitter,Wellness Week,32,916957ba-1748-4438-8299-abe80661d9d6,Creatine,2025-02-20,2,7274
Twitter,Wellness Week,32,a77952d6-d2a0-458f-a8b2-dc3eb774cac3,Omega 3,2025-03-25,1,4807
Twitter,Winter Bulk,32,ab56b13d-cabc-43e8-9029-b3562b352262,Creatine,2025-06-10,1,3633
Twitter,Winter Bulk,32,ce6c668a-b727-4715-9000-a98e0de6702e,Omega 3,2025-06-30,3,13410
Twitter,Festival Boost,32,0ad19542-e5d1-48a6-98ff-bb59c9ddc2cf,Energy Bar,2025-03-22,3,9402
Instagram,Wellness Week,33,d4d8b45b-caac-451f-9949-b4aa0dc0be94,Protein Powder,2025-03-11,1,3112
Instagram,Festival Boost,33,e388d733-6f41-41cb-88ef-c42a0b1e4ac3,Omega 3,2025-04-04,2,1958
Instagram,Wellness Week,33,d7bb391f-07b7-47fe-88c1-4611dc97133b,Protein Powder,2025-04-14,2,4812
Instagram,Winter Bulk,33,61ba6f34-f5d2-4db0-9abd-3139da09c420,Omega 3,2025-04-02,1,2475
Instagram,Wellness Week,33,c515b0d0-ca7b-4e53-8b51-08a506a1e714,Omega 3,2025-06-01,3,2874
Instagram,Wellness Week,33,d6f854f0-da6b-435b-aeae-dc906d2b7013,Multivitamins,2025-04-13,2,6812
Instagram,Winter Bulk,33,8ab5b6ab-dddf-4a09-8ffc-a4b3cfe51618,Omega 3,2025-02-11,1,3105
Instagram,Wellness Week,33,00ade0b7-8d4a-4ae7-a73c-63d2b5d18fdd,Omega 3,2025-04-10,1,3380
Instagram,Winter Bulk,33,71218185-2575-463f-86e0-d44618ee170c,Multivitamins,2025-02-21,1,4532
Instagram,Summer Fit,33,e6ecf321-6215-44db-971f-a1b342a912ea,Protein Powder,2025-03-06,2,1620
Twitter,Summer Fit,34,c46a2118-12b7-4227-9d8c-a331d8ecf09a,Omega 3,2025-03-19,3,6876
Twitter,Winter Bulk,34,4656f91d-973a-4615-9bf9-95c19afc7bb5,Omega 3,2025-07-11,2,1010
Twitter,Winter Bulk,34,ff0a9f37-369a-4382-8d3e-5e8d8d08a3c4,Multivitamins,2025-06-21,1,1568
Twitter,Summer Fit,34,d5628098-83c0-4fe0-8f4c-bfb7cd7c44d2,Multivitamins,2025-03-17,2,1974
Twitter,Summer Fit,34,f8a668ff-70f2-4708-ac9a-8ed64230210e,Omega 3,2025-07-06,3,4980
Twitter,Winter Bulk,34,3919b612-bf1c-47c9-904d-64357543f25b,Creatine,2025-01-28,2,2188
Twitter,Winter Bulk,34,d125a5ca-29d6-4bd3-8440-89876bf71ddd,Energy Bar,2025-03-18,3,3981
Twitter,Wellness Week,34,010a2215-c476-4ab0-8f0a-b54cbed5dfa4,Creatine,2025-03-20,2,3234
Twitter,Winter Bulk,34,750fb2ed-bbf2-4bcd-9871-8ee4db52e29f,Multivitamins,2025-07-08,3,13473
Twitter,Wellness Week,34,e17d4a4b-7b2f-4913-8420-747e87c95085,Omega 3,2025-05-07,3,10269
Twitter,Winter Bulk,34,898deeb3-209c-44e3-83fc-208c6043a434,Energy Bar,2025-01-24,1,3599
Twitter,Summer Fit,34,b00b9bad-dd3e-4fda-a8e3-07da04990526,Omega 3,2025-02-05,1,1955
Instagram,Wellness Week,35,c4f756d0-d597-425d-9d20-f289f4a485f0,Omega 3,2025-03-11,3,2295
Instagram,Summer Fit,35,c7a5cc86-01e9-4adb-8683-ff77b64c22ee,Creatine,2025-04-18,2,4618
Instagram,Summer Fit,35,a074ba96-aec9-4260-8b8f-93240673ed85,Multivitamins,2025-03-21,1,3212
Instagram,Wellness Week,35,8810a983-9a07-4854-8392-53812f67863d,Protein Powder,2025-03-27,2,6234
Instagram,Festival Boost,35,75fd006c-b0d7-47c4-8558-501898e3b439,Protein Powder,2025-05-30,3,9750
Instagram,Wellness Week,35,4de5b2d9-dde8-47da-9ec7-7c46cd01b1a8,Protein Powder,2025-06-30,2,4434
Instagram,Summer Fit,35,6170af38-61de-40b2-99b6-397f2fd03c18,Protein Powder,2025-05-12,2,5204
Instagram,Festival Boost,35,3c255f53-1e43-42b4-a500-de8c78a48e5c,Creatine,2025-02-26,1,3661
Instagram,Festival Boost,35,bad658b9-fe36-4b84-b219-f806966888e2,Creatine,2025-06-12,1,3891
Instagram,Festival Boost,35,df13300d-9449-4846-adf9-085576930fac,Protein Powder,2025-06-13,2,9946
Instagram,Wellness Week,35,97819a9b-5d09-410c-8e98-7c5b5f416509,Creatine,2025-01-24,2,4694
Instagram,Winter Bulk,35,ee0cb5ba-53b5-420c-a0d2-5f9725107362,Protein Powder,2025-01-23,1,773
Instagram,Summer Fit,35,bd005c1a-6269-4aa1-9dce-5f10eec483d3,Protein Powder,2025-04-23,2,5278
Instagram,Festival Boost,35,49fe9b47-82b6-4a86-bb90-d921649d2139,Multivitamins,2025-03-31,2,3786
Instagram,Summer Fit,35,ff9ddcc1-f99a-4cfd-bbe3-726c890ea70b,Energy Bar,2025-04-04,3,3342
Instagram,Summer Fit,35,95f067d2-1659-482b-b20b-ec3083497d9e,Creatine,2025-01-26,3,13362
Instagram,Festival Boost,35,55f7634a-e203-4632-8386-c059a1b5793d,Multivitamins,2025-04-02,3,5553
Twitter,Wellness Week,36,0a7e41ed-7c0d-4a06-8a03-fa6829835c46,Multivitamins,2025-06-03,1,3212
Twitter,Winter Bulk,36,f48c28b7-64cf-498a-9d9f-9d816457b7fb,Energy Bar,2025-03-01,2,9848
Twitter,Summer Fit,36,393d2efe-ddc6-458d-b7c8-4683c91d3130,Protein Powder,2025-04-09,2,4890
Twitter,Wellness Week,36,7e1a2f20-efa9-4f67-a2be-d533a3fe3c2e,Protein Powder,2025-02-09,2,9042
Twitter,Festival Boost,36,87c57482-86ad-49de-993d-7f0158a6a173,Protein Powder,2025-05-08,2,1062
Twitter,Wellness Week,36,5f7879c1-b6af-4896-8faf-c31be575a8d8,Protein Powder,2025-07-10,2,8868
Instagram,Winter Bulk,37,99dfde07-9d68-4f43-9c38-f914c8bad6b9,Protein Powder,2025-07-20,1,1899
Instagram,Winter Bulk,37,62f89a76-08fb-4045-8599-15814461bc2f,Creatine,2025-04-17,2,2892
Instagram,Winter Bulk,37,96dd0b28-9131-46bc-abf5-157c25483b19,Protein Powder,2025-04-26,2,9012
Instagram,Festival Boost,37,f81caee3-455f-47d7-8172-6bc3a92adb40,Multivitamins,2025-07-05,3,14871
Instagram,Winter Bulk,37,da670fb7-f4d3-4527-bc7d-cbf1531180e4,Multivitamins,2025-02-11,2,7248
YouTube,Festival Boost,38,1d73b713-1ef6-4c95-882b-d0aed6041849,Creatine,2025-04-07,1,2656
YouTube,Winter Bulk,38,10fcff60-af2d-4954-9673-6c9b1d0e69db,Omega 3,2025-03-29,2,4706
YouTube,Summer Fit,38,e7c37011-282e-4f53-a864-e225a6a4f5d0,Protein Powder,2025-05-20,1,1738
YouTube,Festival Boost,38,e0d32157-58d9-4ed3-97d1-09267ae507a3,Omega 3,2025-05-17,3,9948
YouTube,Festival Boost,38,a4838b1d-3306-4fd9-82bc-8dcb306c7c30,Omega 3,2025-07-12,1,999
YouTube,Festival Boost,38,69965bc4-b94f-41ad-aee3-a5bf89deefe6,Omega 3,2025-05-04,2,9772
YouTube,Winter Bulk,38,30f75b28-3a4a-4f6c-8063-0894adfd4de2,Protein Powder,2025-03-07,1,4401
YouTube,Wellness Week,38,5f85e4ea-04c0-4613-895f-c33d587ded6f,Protein Powder,2025-05-08,2,1568
YouTube,Wellness Week,38,b581a740-3ec0-4ee1-944e-271a74d4fe80,Multivitamins,2025-03-26,2,3832
YouTube,Summer Fit,38,85ae9c6c-6308-4f09-867a-2e6d3e76d7e4,Creatine,2025-07-20,1,1533
YouTube,Wellness Week,38,941a17a9-87ba-48ee-946c-b12739a1cb64,Multivitamins,2025-03-04,1,4066
YouTube,Winter Bulk,38,774ae279-5a8e-46ad-af11-0bde47551719,Protein Powder,2025-06-09,3,7836
YouTube,Festival Boost,38,9def12c9-cf11-44f1-80de-b507eb7dfa75,Omega 3,2025-03-09,1,3679
YouTube,Festival Boost,38,bc9e15ae-1449-4599-a790-ec3343b976da,Protein Powder,2025-05-20,2,5524
YouTube,Festival Boost,38,00b4786d-1e98-4b9d-a9a0-aae6365e84dc,Protein Powder,2025-05-26,3,14340
YouTube,Wellness Week,38,af168313-1949-4299-8c0a-d2787dd4bf3e,Omega 3,2025-03-15,2,3450
YouTube,Summer Fit,38,6664e63d-fa14-4a7f-bde8-0957e9af672a,Omega 3,2025-04-13,3,3960
YouTube,Winter Bulk,38,4ecb58fd-ede1-4507-b854-1e5902213c07,Creatine,2025-06-10,1,2843
YouTube,Festival Boost,38,77600ea8-dabd-4518-a8f4-8acb4a3b73ed,Omega 3,2025-05-27,2,7274
YouTube,Winter Bulk,39,ebfde395-1417-452e-9d36-7640733a4e26,Creatine,2025-04-27,1,1910
YouTube,Summer Fit,39,c9d81ba2-869c-4c89-a2a8-1c53708323db,Creatine,2025-05-05,1,3790
YouTube,Summer Fit,39,380f0531-b6c7-437d-a9e2-9fdb13266488,Creatine,2025-05-24,2,4892
YouTube,Summer Fit,39,4b455372-3315-4407-8b5d-1bf680451ef0,Energy Bar,2025-06-21,2,7102
YouTube,Winter Bulk,39,5f45910e-83c2-48a6-abb9-2cac401030ef,Creatine,2025-05-04,2,6094
YouTube,Wellness Week,39,4d02a0d1-c40a-479a-b0a4-16d585d9defa,Multivitamins,2025-02-27,3,3912
YouTube,Winter Bulk,39,3623912f-0806-416e-9cb0-72a904f44ef7,Energy Bar,2025-05-28,2,8258
YouTube,Summer Fit,39,bf028e9a-2ac9-4494-a67d-b570a22ca5b8,Multivitamins,2025-02-27,3,11742
YouTube,Festival Boost,39,64f49e33-08a5-4be9-8146-7830bd0d88eb,Creatine,2025-02-07,2,4462
YouTube,Summer Fit,39,baafa419-69d6-4029-b278-17e5fa969fb6,Omega 3,2025-04-28,3,10689
YouTube,Winter Bulk,39,a59442cb-9067-4347-b95f-952dc4bb997a,Omega 3,2025-05-03,1,1037
YouTube,Summer Fit,39,35d0f4af-f78a-4d57-9755-34a11d5c7042,Multivitamins,2025-02-07,2,3222
YouTube,Summer Fit,39,40ca684b-c52e-40d4-ad12-1489034e55bb,Multivitamins,2025-01-25,1,2144
YouTube,Summer Fit,39,5054ca78-82e6-4a60-9c60-e1af6457ab02,Energy Bar,2025-02-18,1,4239
